feature,importance_mean,importance_std
feature_70,-0.0069584736251402605,0.0034336831741365397
feature_2,-0.003142536475869795,0.001930937209212702
feature_92,-0.003142536475869795,0.0004489337822671136
feature_91,-0.002020202020202011,0.0004489337822671136
feature_74,-0.0015712682379348975,0.0005498293474260757
feature_3,-0.0008978675645342271,0.0008398782012960548
feature_30,-0.0008978675645342271,0.0008398782012960548
feature_60,-0.0008978675645342271,0.0004489337822671135
feature_79,-0.00044893378226711355,0.0008978675645342272
feature_76,-0.00044893378226711355,0.000897867564534227
feature_86,-0.00044893378226711355,0.0005498293474260757
feature_85,-0.00044893378226711355,0.000897867564534227
feature_17,-0.00044893378226711355,0.003374477301542725
feature_26,-0.00022446689113355677,0.0004489337822671135
feature_38,-0.00022446689113355677,0.0004489337822671135
feature_56,-0.00022446689113355677,0.0004489337822671135
feature_83,-0.00022446689113355677,0.0008398782012960548
feature_75,-0.00022446689113355677,0.0008398782012960548
feature_41,0.0,0.0
feature_42,0.0,0.0
feature_54,0.0,0.0
feature_55,0.0,0.0
feature_49,0.0,0.0
feature_50,0.0,0.0
feature_33,0.0,0.0
feature_34,0.0,0.0007098266352790943
feature_46,0.0,0.0
feature_52,0.0,0.0
feature_57,0.0,0.0
feature_18,0.0,0.0007098266352790943
feature_28,0.0,0.0007098266352790943
feature_27,0.0,0.0
feature_66,0.0,0.0
feature_68,0.0,0.0
feature_67,0.0,0.0
feature_94,0.0,0.0
feature_90,0.0,0.0
feature_93,0.0,0.0
feature_53,0.0,0.0
feature_45,0.0,0.0
feature_32,0.0,0.0
feature_58,0.0,0.0012294557968690542
feature_62,0.0,0.0
feature_36,0.0,0.0007098266352790943
feature_59,0.0,0.0
feature_29,0.00022446689113355677,0.0004489337822671135
feature_78,0.00022446689113355677,0.0008398782012960548
feature_71,0.00022446689113355677,0.0004489337822671136
feature_37,0.00022446689113355677,0.0004489337822671135
feature_40,0.00022446689113355677,0.0004489337822671135
feature_31,0.00022446689113355677,0.0004489337822671135
feature_16,0.00022446689113355677,0.0008398782012960548
feature_77,0.00044893378226711355,0.0011445610580455132
feature_81,0.00044893378226711355,0.0005498293474260756
feature_23,0.00044893378226711355,0.0008978675645342272
feature_44,0.00044893378226711355,0.0005498293474260757
feature_48,0.0006734006734006703,0.0008978675645342272
feature_6,0.0006734006734006703,0.0011445610580455132
feature_89,0.0006734006734006703,0.0005498293474260757
feature_84,0.0006734006734006703,0.0005498293474260757
feature_39,0.0008978675645342271,0.0004489337822671135
feature_65,0.0008978675645342271,0.0008398782012960548
feature_51,0.0015712682379348975,0.0008978675645342272
feature_47,0.0015712682379348975,0.0005498293474260757
feature_15,0.0015712682379349196,0.004410074681119753
feature_87,0.0017957351290684542,0.0011445610580455132
feature_88,0.002020202020202011,0.0008398782012960549
feature_82,0.002020202020202011,0.0008398782012960549
feature_63,0.002020202020202011,0.0004489337822671135
feature_5,0.002244668911335568,0.002839306541116377
feature_35,0.0024691358024691245,0.0010996586948521514
feature_20,0.0024691358024691245,0.0013088556441852466
feature_80,0.0029180695847362383,0.0011445610580455132
feature_24,0.0029180695847362383,0.0011445610580455132
feature_64,0.0029180695847362383,0.000897867564534227
feature_43,0.004264870931537601,0.001488944911495159
feature_19,0.006060606060606122,0.001522408525954077
feature_69,0.0062850729517396784,0.0015224085259540636
feature_61,0.0062850729517396784,0.001144561058045548
feature_22,0.006509539842873236,0.0019309372092127383
feature_12,0.006734006734006792,0.0015872206087240365
feature_21,0.006734006734006814,0.0007098266352790943
feature_4,0.006958473625140349,0.003715588183444877
feature_73,0.01054994388327728,0.003520625620955791
feature_25,0.010998877665544393,0.0019309372092127018
feature_1,0.011672278338945064,0.0023110280900082948
feature_7,0.011672278338945064,0.002199317389704303
feature_9,0.012345679012345734,0.0010038464545453556
feature_13,0.014141414141414187,0.0051480785370054604
feature_14,0.015039281705948416,0.005340236701849726
feature_8,0.020426487093153776,0.001930937209212702
feature_11,0.02109988776655445,0.004676243918293954
feature_0,0.023569023569023573,0.0012294557968690542
feature_10,0.024915824915824912,0.0016494880422782269
feature_72,0.2689113355780023,0.009565555893451178
