iter	Logloss
211	0.4209612975
212	0.4207151147
213	0.4205991027
214	0.4204550175
215	0.4201831399
216	0.419651575
217	0.4194609693
218	0.4190141064
219	0.4188097781
220	0.4185704895
221	0.4182830956
222	0.4179984986
223	0.4177249212
224	0.4173212531
225	0.416832825
226	0.4166489885
227	0.4163015605
228	0.4161960971
229	0.4160609943
230	0.4158848228
231	0.4155014686
232	0.4153908575
233	0.4151473005
234	0.4147666572
235	0.4141801209
236	0.4139834541
237	0.4138682508
238	0.413728299
239	0.4135062009
240	0.4133554148
241	0.4131598973
242	0.4130389633
243	0.4127809827
244	0.412691498
245	0.4125215538
246	0.4122918557
247	0.4121654987
248	0.4120430588
249	0.4119304839
250	0.411807167
251	0.41153791
252	0.4113725927
253	0.4112454882
254	0.4110726818
255	0.410877416
256	0.4106735161
257	0.4105009332
258	0.4101108078
259	0.4099305131
260	0.4097145255
261	0.4093488201
262	0.4090161242
263	0.4088676222
264	0.4085941837
265	0.4084973792
266	0.4081722657
267	0.4079214839
268	0.4078350742
269	0.4074018722
270	0.4072270092
271	0.407059282
272	0.4068957334
273	0.4067834149
274	0.4066267119
275	0.4065211001
276	0.4061968615
277	0.4059967536
278	0.4058715601
279	0.4057720135
280	0.4057103459
281	0.4055634285
282	0.4053755472
283	0.4051809021
284	0.4048351451
285	0.4047054085
286	0.4043852312
287	0.4041580688
288	0.4038784061
289	0.403718897
290	0.4035888582
291	0.4034487828
292	0.4032735247
293	0.4030791937
294	0.4028874635
295	0.4028230619
296	0.4027480155
297	0.4025763221
298	0.4023436133
299	0.4022945139
300	0.4022316729
301	0.40206773
302	0.401944211
303	0.4017568997
304	0.4016838351
305	0.4014380818
306	0.4012818853
307	0.4011503706
308	0.4009743283
309	0.4008572377
310	0.4006818338
311	0.400372808
312	0.4002793219
313	0.4001006127
314	0.3999928633
315	0.3999008685
316	0.3997641419
317	0.3996001728
318	0.3993018159
319	0.3991829124
320	0.3990598243
321	0.3988695557
322	0.398807362
323	0.3987121489
324	0.3983362755
325	0.3982487737
326	0.3980285634
327	0.397942498
328	0.3978297335
329	0.3974966886
330	0.3972658271
331	0.397146048
332	0.3970578384
333	0.3969040509
334	0.3968336355
335	0.3966430452
336	0.3964235606
337	0.3961719212
338	0.3960944477
339	0.3958725934
340	0.3956839727
341	0.3955349104
342	0.3953877231
343	0.3952832952
344	0.3950577473
345	0.3949848146
346	0.3948988048
347	0.3946858857
348	0.394544854
349	0.3943811916
350	0.3941712076
351	0.3940253516
352	0.3938477913
353	0.393584234
354	0.3934420444
355	0.3933168005
356	0.3932439327
357	0.3931395646
358	0.3930485674
359	0.3929322758
360	0.3928381836
361	0.3926713091
362	0.3925987852
363	0.3925023299
364	0.3924447246
365	0.3923797059
366	0.3920154511
367	0.3919149484
368	0.3916852603
369	0.3915562435
370	0.3914889727
371	0.3914044711
372	0.3913164179
373	0.3910688385
374	0.3910051685
375	0.3907540767
376	0.3906860846
377	0.3905859318
378	0.3905006502
379	0.3903339063
380	0.3901706409
381	0.3900929033
382	0.3900145619
383	0.3899133565
384	0.3898200272
385	0.3897451537
386	0.3896091586
387	0.3894924843
388	0.3893858545
389	0.3892498214
390	0.3891563736
391	0.3890434151
392	0.3888268984
393	0.3887011842
394	0.3886680488
395	0.3884611641
396	0.3883707809
397	0.388299754
398	0.3881453237
399	0.3880204943
400	0.3879583918
401	0.3878803972
402	0.3875148455
403	0.3874074529
404	0.3872362419
405	0.3871413242
406	0.3870533212
407	0.3869741838
408	0.3867850827
409	0.3866796618
410	0.3865869941
411	0.3865314338
412	0.3864453583
413	0.3862858666
414	0.3861012516
415	0.3859643954
416	0.3859076252
417	0.3857253209
418	0.3856049387
419	0.3855517035
420	0.3854834224
421	0.3853896325
422	0.3851915447
423	0.3851267409
424	0.385016909
425	0.3849030814
426	0.3848126815
427	0.384659292
428	0.3845820685
429	0.3843743397
430	0.3842451433
431	0.3840965623
432	0.3840385528
433	0.3839592399
434	0.3837478847
435	0.3836485323
436	0.3832634943
437	0.3831562915
438	0.3830422986
439	0.382950733
440	0.3828553132
441	0.3827706695
442	0.3826932231
443	0.3826080056
444	0.3825190706
445	0.3823967581
446	0.3822638652
447	0.3822156693
448	0.3820414627
449	0.3819716506
450	0.3818798446
451	0.3817290912
452	0.3816344733
453	0.3814770537
454	0.3812665341
455	0.3810916574
456	0.3809995788
457	0.3809011348
458	0.3808329288
459	0.3807710693
460	0.3805104935
461	0.3804358876
462	0.3803118267
463	0.3800844471
464	0.3799995006
465	0.3797979287
466	0.3795418462
467	0.3794752602
468	0.3793647286
469	0.379268529
470	0.3791859666
471	0.3791269339
472	0.379028369
473	0.3789304931
474	0.3788420848
475	0.3787306436
476	0.378656326
477	0.3785735664
478	0.378512004
479	0.378422154
480	0.3782717428
481	0.3781608195
482	0.3780748138
483	0.3780106495
484	0.37794564
485	0.3778368276
486	0.3777391053
487	0.3776303577
488	0.3775356618
489	0.3773089638
490	0.3771945514
491	0.3770595215
492	0.3769048891
493	0.3768320646
494	0.3766839169
495	0.3766084818
496	0.376462078
497	0.3763446581
498	0.3762405275
499	0.3761312192
500	0.3759642474
501	0.3758311522
502	0.3757043996
503	0.375607936
504	0.375517422
505	0.3754228459
506	0.3753417036
507	0.3752675022
508	0.3751185559
509	0.3750007448
510	0.3749014831
511	0.3747796036
512	0.3746962833
513	0.3744154059
514	0.3743050371
515	0.374109302
516	0.3740467372
517	0.3738706533
518	0.3737774784
519	0.3736589677
520	0.373453404
521	0.3733732852
522	0.3732927749
523	0.3730504792
524	0.372940575
525	0.372817217
526	0.3727361432
527	0.3726699491
528	0.3725840679
529	0.3725108116
530	0.3724190525
531	0.3723448106
532	0.372225409
533	0.3721308855
534	0.3720095895
535	0.3718915173
536	0.3716774399
537	0.3715884767
538	0.3714398765
539	0.3712344982
540	0.3711146607
541	0.3710120128
542	0.3709200261
543	0.3708369941
544	0.3706968931
545	0.3705818071
546	0.3704723991
547	0.3703671818
548	0.370288198
549	0.37015217
550	0.370045201
551	0.3699423499
552	0.3698532639
553	0.3697927432
554	0.3697224855
555	0.3696255609
556	0.3695464896
557	0.3694872816
558	0.3694254157
559	0.3692848818
560	0.3692240475
561	0.3691460309
562	0.3690636441
563	0.3689765685
564	0.3688679081
565	0.3687938341
566	0.3687010445
567	0.3686098518
568	0.3685062505
569	0.36841922
570	0.3683165293
571	0.3682221661
572	0.3681403826
573	0.3680838952
574	0.3679860513
575	0.3678703398
576	0.3677932213
577	0.3677234796
578	0.3676193395
579	0.3675361611
580	0.3674558813
581	0.3673845533
582	0.3672201577
583	0.3671201646
584	0.3670307857
585	0.3669532143
586	0.3668555876
587	0.3667718228
588	0.3666991564
589	0.3666225709
590	0.3665347458
591	0.3664610292
592	0.3663801036
593	0.3662930396
594	0.3661953911
595	0.3660710892
596	0.3659801506
597	0.3659057686
598	0.3658275359
599	0.3657368433
600	0.3656609329
601	0.3654689274
602	0.3654082373
603	0.3653506155
604	0.3652880708
605	0.3652219947
606	0.3650966036
607	0.3650229537
608	0.3648558099
609	0.364771644
610	0.3646949701
611	0.3645462817
612	0.3644468577
613	0.3643523872
614	0.364224632
615	0.3640578064
616	0.3639558898
617	0.3637094375
618	0.3635285264
619	0.3634065836
620	0.3633145712
621	0.3632538006
622	0.3631616972
623	0.3630769467
624	0.3630020053
625	0.3628710377
626	0.3626936502
627	0.3625722944
628	0.3624679747
629	0.3623710176
630	0.3622876813
631	0.3621992431
632	0.3621261645
633	0.3620515871
634	0.3618379609
635	0.3617648775
636	0.3616622622
637	0.3615022059
638	0.3613841176
639	0.3612747707
640	0.36109433
641	0.3610046758
642	0.3608977905
643	0.3606698066
644	0.3604502484
645	0.3603580943
646	0.360215782
647	0.3601405806
648	0.3600400539
649	0.359956364
650	0.3598665535
651	0.3597926025
652	0.3597213097
653	0.3596243838
654	0.3595116639
655	0.3594182477
656	0.3593532534
657	0.3592809086
658	0.3590993341
659	0.3589915307
660	0.3587556496
661	0.3586937723
662	0.358642237
663	0.3585172631
664	0.3584054942
665	0.3583254191
666	0.3581947951
667	0.3581031948
668	0.3580280052
669	0.3579595584
670	0.3578521257
671	0.3576578584
672	0.3575873978
673	0.3575040846
674	0.3574052523
675	0.3573362449
676	0.357253018
677	0.3571742573
678	0.3570486772
679	0.3569369482
680	0.3568682553
681	0.3567949782
682	0.3565441007
683	0.3564646529
684	0.3563301721
685	0.3562458056
686	0.3561644982
687	0.3560980208
688	0.355983263
689	0.3559064847
690	0.3558388922
691	0.3557480891
692	0.3556173543
693	0.3555385138
694	0.3554534075
695	0.3553540205
696	0.3552352448
697	0.3551429692
698	0.3550474802
699	0.354940493
700	0.3548530682
701	0.3547997941
702	0.3547270015
703	0.3546708872
704	0.3545750877
705	0.354497572
706	0.3543753301
707	0.3542897626
708	0.3542028374
709	0.3538048043
710	0.353749273
711	0.3534765131
712	0.3533556633
713	0.3532786653
714	0.35316589
715	0.3530771516
716	0.3529881868
717	0.3528992461
718	0.3527916639
719	0.3527064319
720	0.3526041581
721	0.3525247013
722	0.3524242572
723	0.3523248094
724	0.3522347735
725	0.3521038842
726	0.3520351166
727	0.3516870659
728	0.3515968488
729	0.3515503804
730	0.351467931
731	0.3513612538
732	0.3512918233
733	0.3512040189
734	0.3511337921
735	0.3510454511
736	0.3509408812
737	0.3508567443
738	0.3506973117
739	0.3506149482
740	0.3505010463
741	0.3504118276
742	0.3499309139
743	0.3498030012
744	0.3496375743
745	0.3495519646
746	0.3494724684
747	0.3493684546
748	0.3492542689
749	0.3491486051
750	0.3490544619
751	0.3489211655
752	0.3487781425
753	0.348632297
754	0.3485270724
755	0.3484248358
756	0.3483405203
757	0.3482299434
758	0.3481526586
759	0.3480205106
760	0.3479082462
761	0.3478169528
762	0.3477304077
763	0.3476328422
764	0.3475590348
765	0.3474618122
766	0.3473734911
767	0.3472753154
768	0.3471584986
769	0.3470749884
770	0.3469803702
771	0.3468473977
772	0.3467717598
773	0.3466404265
774	0.3465434956
775	0.3463784838
776	0.3462428979
777	0.3461426652
778	0.3460290394
779	0.3459276324
780	0.345825745
781	0.3457453091
782	0.3456186225
783	0.3455342156
784	0.3454162323
785	0.3453261604
786	0.3452435372
787	0.3451692624
788	0.3450414305
789	0.3449646736
790	0.344851697
791	0.3447733769
792	0.3446683112
793	0.3445803266
794	0.3444939292
795	0.3444127706
796	0.3443159039
797	0.3442233893
798	0.3441343919
799	0.3440425124
800	0.3439409126
801	0.3438415507
802	0.3436285907
803	0.343513132
804	0.3434136063
805	0.3433475638
806	0.3432676744
807	0.3431001972
808	0.3430141037
809	0.3429244309
810	0.3428225891
811	0.3424711613
812	0.3423740124
813	0.342259013
814	0.3421689595
815	0.3420458663
816	0.3419325426
817	0.3418288957
818	0.3415574315
819	0.3414688607
820	0.341379516
821	0.3412728018
822	0.3411395252
823	0.3410358604
824	0.3409464382
825	0.3408518286
826	0.3407542732
827	0.3406429525
828	0.3405624198
829	0.3404692428
830	0.3403577606
831	0.3402719123
832	0.3401607508
833	0.3400703173
834	0.3399421409
835	0.3398483929
836	0.3397550437
837	0.3395566931
838	0.3394699418
839	0.3393863935
840	0.3393188606
841	0.3392184272
842	0.3390998896
843	0.338994624
844	0.3388798616
845	0.3387878744
846	0.3386865591
847	0.3386060859
848	0.3385188459
849	0.3384336972
850	0.3383232889
851	0.3382235512
852	0.3381230713
853	0.3380334797
854	0.3379441516
855	0.3378269242
856	0.3377196906
857	0.3376284345
858	0.3375205072
859	0.3374159659
860	0.3373301571
861	0.3372374939
862	0.3370573901
863	0.3369652507
864	0.3368497656
865	0.336754641
866	0.3366550529
867	0.3365321665
868	0.3364421086
869	0.3361859497
870	0.3359201988
871	0.3358212723
872	0.3357215187
873	0.3354684671
874	0.3353588428
875	0.3352477181
876	0.3351237264
877	0.3350222404
878	0.3349364448
879	0.3348383652
880	0.3347445704
881	0.334645568
882	0.3345456453
883	0.334430089
884	0.3342608266
885	0.3339891097
886	0.333879196
887	0.3337470367
888	0.333652931
889	0.3335370965
890	0.3334520909
891	0.3333499684
892	0.3332739676
893	0.3331698522
894	0.3330775351
895	0.3329664657
896	0.3328539647
897	0.3327527756
898	0.3326415931
899	0.3323477451
900	0.3322507743
901	0.3321370369
902	0.3320318271
903	0.3318532219
904	0.3317734592
905	0.3316528446
906	0.3315545478
907	0.3314600558
908	0.3313411004
909	0.3311486067
910	0.330837595
911	0.3307377011
912	0.330631599
913	0.3305271202
914	0.3304284092
915	0.3300387651
916	0.3297898571
917	0.3296807441
918	0.3295772756
919	0.3294942906
920	0.3294085182
921	0.329303852
922	0.3292145998
923	0.328942857
924	0.3288347723
925	0.3287320183
926	0.3286273632
927	0.3285190763
928	0.3284273866
929	0.3283240848
930	0.3281149967
931	0.3279943253
932	0.3278909291
933	0.3277086021
934	0.3276034597
935	0.3275293939
936	0.3274294915
937	0.3273376032
938	0.3272180275
939	0.3271189792
940	0.3270295776
941	0.326922662
942	0.3267984917
943	0.3266847124
944	0.3265674382
945	0.3264720934
946	0.3263652668
947	0.3262720336
948	0.3258798997
949	0.3257733445
950	0.3256670416
951	0.325567059
952	0.3254725664
953	0.32537472
954	0.3252811668
955	0.3251894605
956	0.3250946274
957	0.3249863799
958	0.3248720426
959	0.3247571485
960	0.3244581608
961	0.3243585667
962	0.3242430685
963	0.3241328187
964	0.3238575645
965	0.3237512155
966	0.3236101348
967	0.3235122888
968	0.3234222659
969	0.3233233813
970	0.3232232494
971	0.3230945258
972	0.3229905839
973	0.3229006542
974	0.3227995973
975	0.3226481981
976	0.322548735
977	0.3224602552
978	0.3223804203
979	0.3221146666
980	0.3220088055
981	0.3219148637
982	0.3217344463
983	0.3216468152
984	0.3215515556
985	0.3214582568
986	0.3213649003
987	0.3209551495
988	0.320814255
989	0.3206832225
990	0.3205626857
991	0.3204487387
992	0.3201427276
993	0.3200433336
994	0.3199332103
995	0.3198210231
996	0.3197151214
997	0.3196266382
998	0.3195291618
999	0.3194235414
